Category,Technique,RR@1,RD@1,RP@1
natgen,humaneval_DeadCodeInserter_s0_eval_results.json,0.2865853658536585,0.10576923076923087,0.5670731707317073
natgen,humaneval_VarRenamerCB_s0_eval_results.json,0.23170731707317074,-0.057692307692307744,0.6707317073170732
natgen,humaneval_VarRenamerRN_s0_eval_results.json,0.23170731707317074,-0.076923076923077,0.6829268292682927
natgen,humaneval_ForWhileTransformer_s0_eval_results.json,0.23780487804878048,-0.08653846153846144,0.6890243902439024
natgen,humaneval_OperandSwap_s0_eval_results.json,0.22560975609756098,-0.04807692307692312,0.6646341463414634
natgen,humaneval_VarRenamerNaive_s0_eval_results.json,0.21951219512195122,-0.0384615384615385,0.6585365853658537
func_name,humaneval_FuncRenameChangeChar_s0_eval_results.json,0.5975609756097561,0.9423076923076923,0.036585365853658534
func_name,humaneval_FuncRenameCamelCase_s0_eval_results.json,0.4817073170731707,0.7596153846153846,0.1524390243902439
func_name,humaneval_FuncRenameSwapChar_s0_eval_results.json,0.24390243902439024,0.3846153846153846,0.3902439024390244
func_name,humaneval_FuncRenameInflectionalVariation_s0_eval_results.json,0.3597560975609756,0.5673076923076923,0.27439024390243905
func_name,humaneval_FuncRenameSynonymSub_s0_eval_results.json,0.0,0.0,0.6341463414634146
func_name,humaneval_FuncRenameButterFinger_s0_eval_results.json,0.5975609756097561,0.9423076923076923,0.036585365853658534
format,humaneval_split_lines_s0_eval_results.json,0.0975609756097561,0.11538461538461531,0.5609756097560976
format,humaneval_tab_indent_s0_eval_results.json,0.6341463414634146,1.0,0.0
format,humaneval_new_lines_s0_eval_results.json,0.054878048780487805,0.04807692307692312,0.6036585365853658
format,humaneval_doc2comments_s0_eval_results.json,0.25609756097560976,0.3461538461538462,0.4146341463414634
format,humaneval_new_line_afterdoc_s0_eval_results.json,0.04878048780487805,0.057692307692307744,0.5975609756097561
format,humaneval_new_line_aftercode_s0_eval_results.json,0.0,0.0,0.6341463414634146
nlaugmenter,humaneval_BackTranslation_s0,0.24390243902439024,0.28846153846153844,0.45121951219512196
nlaugmenter,humaneval_SynonymInsertion_s0.raw,0.2926829268292683,0.3269230769230769,0.4268292682926829
nlaugmenter,humaneval_BackTranslation_s0.raw,0.24390243902439024,0.28846153846153844,0.45121951219512196
nlaugmenter,humaneval_TenseTransformationPast_s0.raw,0.25,0.22115384615384617,0.49390243902439024
nlaugmenter,humaneval_TenseTransformationPast_s0,0.25,0.22115384615384617,0.49390243902439024
nlaugmenter,humaneval_BackTranslation_s0,0.24390243902439024,0.28846153846153844,0.45121951219512196
nlaugmenter,humaneval_SwapCharactersPerturbation_s0.raw,0.2682926829268293,0.25000000000000006,0.47560975609756095
nlaugmenter,humaneval_SynonymSubstitution_s0.raw,0.2804878048780488,0.3461538461538462,0.4146341463414634
nlaugmenter,humaneval_ButterFingersPerturbation_s0,0.21951219512195122,0.1923076923076923,0.5121951219512195
nlaugmenter,humaneval_EnglishInflectionalVariation_s0,0.25609756097560976,0.21153846153846154,0.5
nlaugmenter,humaneval_SynonymInsertion_s0,0.2926829268292683,0.3269230769230769,0.4268292682926829
nlaugmenter,humaneval_TenseTransformationFuture_s0.raw,0.2682926829268293,0.2692307692307692,0.4634146341463415
nlaugmenter,humaneval_SwapCharactersPerturbation_s0,0.2682926829268293,0.25000000000000006,0.47560975609756095
nlaugmenter,humaneval_EnglishInflectionalVariation_s0.raw,0.25609756097560976,0.21153846153846154,0.5
nlaugmenter,humaneval_ButterFingersPerturbation_s0.raw,0.21951219512195122,0.1923076923076923,0.5121951219512195
nlaugmenter,humaneval_WhitespacePerturbation_s0,0.25,0.2596153846153847,0.4695121951219512
nlaugmenter,humaneval_ChangeCharCase_s0.raw,0.29878048780487804,0.33653846153846156,0.42073170731707316
nlaugmenter,humaneval_TenseTransformationFuture_s0,0.2682926829268293,0.2692307692307692,0.4634146341463415
nlaugmenter,humaneval_WhitespacePerturbation_s0.raw,0.25,0.2596153846153847,0.4695121951219512
nlaugmenter,humaneval_ChangeCharCase_s0,0.29878048780487804,0.33653846153846156,0.42073170731707316
nlaugmenter,humaneval_SynonymSubstitution_s0,0.2804878048780488,0.3461538461538462,0.4146341463414634
