Category,Technique,RR@1,RD@1,RP@1
natgen,humaneval_DeadCodeInserter_s0_eval_results.json,0.25609756097560976,0.10869565217391312,0.5
natgen,humaneval_VarRenamerCB_s0_eval_results.json,0.22560975609756098,0.010869565217391313,0.5548780487804879
natgen,humaneval_VarRenamerRN_s0_eval_results.json,0.23780487804878048,-0.03260869565217374,0.5792682926829268
natgen,humaneval_ForWhileTransformer_s0_eval_results.json,0.24390243902439024,-0.021739130434782428,0.573170731707317
natgen,humaneval_OperandSwap_s0_eval_results.json,0.21951219512195122,0.0,0.5609756097560976
natgen,humaneval_VarRenamerNaive_s0_eval_results.json,0.22560975609756098,0.010869565217391313,0.5548780487804879
func_name,humaneval_FuncRenameChangeChar_s0_eval_results.json,0.5304878048780488,0.9456521739130435,0.03048780487804878
func_name,humaneval_FuncRenameCamelCase_s0_eval_results.json,0.4329268292682927,0.7717391304347826,0.12804878048780488
func_name,humaneval_FuncRenameSwapChar_s0_eval_results.json,0.23170731707317074,0.391304347826087,0.34146341463414637
func_name,humaneval_FuncRenameInflectionalVariation_s0_eval_results.json,0.3231707317073171,0.5760869565217391,0.23780487804878048
func_name,humaneval_FuncRenameSynonymSub_s0_eval_results.json,0.012195121951219513,0.0,0.5609756097560976
func_name,humaneval_FuncRenameButterFinger_s0_eval_results.json,0.5304878048780488,0.9456521739130435,0.03048780487804878
format,humaneval_split_lines_s0_eval_results.json,0.10365853658536585,0.14130434782608706,0.4817073170731707
format,humaneval_tab_indent_s0_eval_results.json,0.5609756097560976,1.0,0.0
format,humaneval_new_lines_s0_eval_results.json,0.06707317073170732,0.09782608695652181,0.5060975609756098
format,humaneval_doc2comments_s0_eval_results.json,0.25,0.38043478260869573,0.3475609756097561
format,humaneval_new_line_afterdoc_s0_eval_results.json,0.054878048780487805,0.07608695652173919,0.5182926829268293
format,humaneval_new_line_aftercode_s0_eval_results.json,0.0,0.0,0.5609756097560976
nlaugmenter,humaneval_BackTranslation_s0,0.23780487804878048,0.3369565217391305,0.3719512195121951
nlaugmenter,humaneval_SynonymInsertion_s0.raw,0.27439024390243905,0.35869565217391314,0.3597560975609756
nlaugmenter,humaneval_BackTranslation_s0.raw,0.23170731707317074,0.34782608695652184,0.36585365853658536
nlaugmenter,humaneval_TenseTransformationPast_s0.raw,0.23170731707317074,0.21739130434782616,0.43902439024390244
nlaugmenter,humaneval_TenseTransformationPast_s0,0.23170731707317074,0.21739130434782616,0.43902439024390244
nlaugmenter,humaneval_BackTranslation_s0,0.23170731707317074,0.34782608695652184,0.36585365853658536
nlaugmenter,humaneval_SwapCharactersPerturbation_s0.raw,0.2682926829268293,0.28260869565217395,0.4024390243902439
nlaugmenter,humaneval_SynonymSubstitution_s0.raw,0.2804878048780488,0.391304347826087,0.34146341463414637
nlaugmenter,humaneval_ButterFingersPerturbation_s0,0.25609756097560976,0.2608695652173914,0.4146341463414634
nlaugmenter,humaneval_EnglishInflectionalVariation_s0,0.25609756097560976,0.2608695652173914,0.4146341463414634
nlaugmenter,humaneval_SynonymInsertion_s0,0.2682926829268293,0.36956521739130443,0.35365853658536583
nlaugmenter,humaneval_TenseTransformationFuture_s0.raw,0.25609756097560976,0.2608695652173914,0.4146341463414634
nlaugmenter,humaneval_SwapCharactersPerturbation_s0,0.2621951219512195,0.29347826086956524,0.39634146341463417
nlaugmenter,humaneval_EnglishInflectionalVariation_s0.raw,0.25,0.2717391304347827,0.40853658536585363
nlaugmenter,humaneval_ButterFingersPerturbation_s0.raw,0.25,0.2717391304347827,0.40853658536585363
nlaugmenter,humaneval_WhitespacePerturbation_s0,0.2682926829268293,0.3260869565217392,0.3780487804878049
nlaugmenter,humaneval_ChangeCharCase_s0.raw,0.3048780487804878,0.34782608695652184,0.36585365853658536
nlaugmenter,humaneval_TenseTransformationFuture_s0,0.24390243902439024,0.28260869565217395,0.4024390243902439
nlaugmenter,humaneval_WhitespacePerturbation_s0.raw,0.27439024390243905,0.3152173913043479,0.38414634146341464
nlaugmenter,humaneval_ChangeCharCase_s0,0.3048780487804878,0.34782608695652184,0.36585365853658536
nlaugmenter,humaneval_SynonymSubstitution_s0,0.27439024390243905,0.40217391304347827,0.3353658536585366
